city,time,title,km,排量,变速箱,origin_price,price,rule,过户次数,kg,气缸数,最大马力,oil_num
福州,2017,凯迪拉克ATS1550L,4.29,2,自动,31.89,18.8,国5,1,1600,4缸,279,95
沈阳,2016,起亚K5,4.21,2,自动,19.08,10.38,国5,1,1501,4缸,161,92
重庆,2018,奔驰SLC级,4.01,2,自动,55.01,38.88,国5,0,1549,4缸,211,95
广州,2016,凯迪拉克ATS1550L,4.37,2,自动,34.6,16.58,国5,0,1600,4缸,279,95
西安,2018,大众POLO,0.92,1.5,自动,11.06,7.98,国5,1,1110,4缸,110,92
南通,2013,马自达3星骋,7.06,1.6,手动,13,4.8,国4,1,1225,4缸,107,92
济南,2017,凯迪拉克ATS1550L,3.47,2,自动,29.72,18.8,国5,1,1600,4缸,279,95
邯郸,2017,大众,2.78,1.2,自动,15.51,9.3,国5,1,1290,4缸,110,95
赣州,2015,雪佛兰,7.84,1.5,自动,11.93,5.3,国5,1,1360,4缸,113,92
潍坊,2014,奥迪A3,4.25,1.8,自动,29.29,11.9,国4,1,1415,4缸,180,95
金华,2018,大众POLO,2.26,1.5,自动,9.76,7.88,国5,1,1110,4缸,110,92
泰安,2010,长城C30,8.46,1.5,手动,7.15,1.85,国三,0,1125,4缸,106,92
成都,2009,现代i30,8.86,1.6,手动,10.83,2.5,国4,0,1215,4缸,123,92
福州,2014,本田,6.3,1.5,自动,8.88,6.18,国5,1,1078,4缸,131,92
南通,2016,自由光,6.57,2.4,自动,24.94,11.8,国5,1,1745,4缸,175,92
西安,2019,日产,2.85,1.6,自动,13.34,9.98,国6,0,1230,4缸,126,92
苏州,2016,起亚K3,3.54,1.6,手动,10.51,5.3,国5,0,1235,4缸,128,92
长沙,2019,现代ix25,1.73,1.6,自动,14.79,9.48,国5,1,1387,4缸,125,92
北京,2017,捷豹XFL,3.78,2,自动,44.29,22.8,国5,0,1705,4缸,200,95
成都,2016,日产,7.22,1.6,自动,14.32,7.3,国5,0,1242,4缸,126,92
北京,2018,丰田,2.39,2,自动,31.46,26.28,国5,0,1680,4缸,235,95
天津,2015,大众,6.52,1.6,自动,16.37,8.2,国5,1,1330,4缸,110,92
青岛,2017,奔驰GLC级,2.77,2,自动,57.75,39.98,国5,0,1550,4缸,211,95
石家庄,2015,福特,2.22,1.5,自动,13,6.6,国5,1,1300,4缸,113,92
北京,2013,斯巴鲁,8.08,2,自动,27.66,11.6,国4,0,1540,4缸,150,92
深圳,2016,日产,14.48,2,自动,16.59,8.89,国5,0,1403,4缸,150,92
东莞,2019,奔驰GLC级,2.39,2,自动,45.57,40.3,国6,0,1550,4缸,211,95
石家庄,2016,日产,7.58,2,自动,18.21,9.9,国5,1,1427,4缸,150,92
北京,2006,别克GL8,11.11,3,自动,35.6,6.3,国4,0,1550,6缸,178,92
青岛,2015,铃木,5.73,1.3,自动,16.48,15.38,国5,1,1075,4缸,85,92
南京,2011,别克GL8,12.36,2.4,自动,26.92,6.38,国4,1,1840,4缸,167,92
成都,2014,江淮,6.82,1.5,手动,8.12,2.95,国4,0,1210,4缸,113,92
金华,2016,起亚,4.73,2,自动,17.24,8.68,国5,0,1470,4缸,165,92
金华,2014,现代,8.92,1.8,自动,16.26,8.3,国4,0,1421,4缸,143,92
呼和,2010,奔驰C级,14.31,1.8,自动,37.77,8.5,国4,1,1630,4缸,184,95
石家庄,2016,大众,3.67,1.8,自动,22.99,12.6,国5,0,1600,4缸,160,95
德州,2011,日产,14.6,2,自动,21.69,6.8,国4,2,1457,4缸,136,92
大连,2014,别克,8.83,2,自动,29.3,11.98,国5,2,1800,4缸,260,95
南宁,2017,雪佛兰,5.39,2,自动,24.95,15.68,国5,0,1710,4缸,260,95
济南,2015,奥迪Q3,6.49,1.4,自动,28.96,14.5,国5,1,1520,4缸,150,95
广州,2014,路虎,3.14,2,自动,68.17,18.98,国4,0,1550,4缸,241,95
郑州,2018,路虎,5.04,2,自动,50.45,25.6,国5,1,2050,4缸,241,95
郑州,2018,路虎,5.04,2,自动,50.45,25.6,国5,1,2050,4缸,241,95
成都,2007,日产,13.8,1.6,自动,11.27,2.75,国三,0,1115,4缸,105,92
南京,2010,奔驰C级,10.06,1.8,自动,37.77,11.5,国4,2,1630,4缸,184,95
天津,2019,丰田,1.04,1.5,自动,9.31,7.9,国6,1,1550,4缸,110,92
天津,2019,丰田,1.04,1.5,自动,9.31,7.9,国6,1,1550,4缸,110,92
洛阳,2012,大众POLO,10.41,1.6,自动,13.67,4.6,国4,3,1145,4缸,105,92
哈尔,2016,大众,4.72,1.4,自动,19.85,10.9,国5,0,1305,4缸,150,95
南宁,2018,丰田,3.55,2,自动,31.46,25.5,国5,0,1680,4缸,235,95
西安,2017,丰田,4.11,1.8,自动,15.93,13.6,国5,1,1405,4缸,99,92
包头,2019,大众,5,1.5,自动,14.65,9.88,国5,1,1270,4缸,116,92
宿迁,2011,现代,8.93,1.6,自动,13.11,4.2,国4,1,1215,4缸,123,92
苏州,2016,丰田,4.68,1.5,自动,9.31,6.95,国5,2,1550,4缸,107,92
成都,2017,奥迪A5,3.56,2,自动,40.14,29.8,国5,1,1530,4缸,190,95
东莞,2016,本田,7.44,1.5,自动,15.19,12.3,国5,0,1306,4缸,177,92
新乡,2013,福特,6.58,1.8,自动,11.92,3.8,国4,4,1330,4缸,124,92
宁波,2016,斯柯达,5.4,1.4,自动,20.6,9.9,国5,1,1420,4缸,150,95
成都,2011,日产,10.62,1.5,自动,11.16,3.5,国4,0,1069,4缸,112,92
上海,2011,英菲尼迪FX系列,10.78,3.5,自动,89.23,24.98,国4,1,2002,6缸,332,95
苏州,2016,本田,2.97,1.5,自动,15.19,12.6,国5,0,1306,4缸,177,92
佛山,2018,宝马3系,3.84,2,自动,37.97,26.8,国5,1,1550,4缸,184,95
德阳,2015,别克,3.41,1.6,自动,20.61,7.98,国5,0,1590,4缸,184,92
成都,2011,宝马3系,9.17,2,自动,37.45,8.78,国4,1,1465,4缸,152,95
上海,2017,大众,1.32,1.6,自动,12.91,8.9,国5,1,1245,4缸,110,92
平顶,2016,长安CS15,1.21,1.5,手动,6.5,4.45,国5,1,1210,4缸,107,92
重庆,2021,丰田,0.46,1.8,自动,15.61,13.98,国6,0,1420,4缸,98,92
西安,2017,传祺GS8,4.75,2,自动,21.69,13.58,国5,0,1990,4缸,201,92
青岛,2013,斯柯达,9.53,2,自动,15.48,4.28,国4,2,1346,4缸,120,92
西安,2015,起亚K2,6.49,1.4,手动,8.46,4.38,国4,0,1039,4缸,107,92
泉州,2011,大众,15.61,1.6,自动,14.63,4.2,国4,5,1285,4缸,105,92
无锡,2015,大众,7.74,1.4,自动,18.54,9.6,国5,2,1380,4缸,131,95
苏州,2017,大众,4.1,1.6,自动,14.53,8.58,国5,0,1245,4缸,110,92
长沙,2013,大众,5.52,1.4,自动,17.79,6.38,国4,0,1315,4缸,131,95
厦门,2010,现代,8.97,1.4,自动,9.43,4.1,国4,3,1065,4缸,107,92
惠州,2018,本田,1.01,1.5,自动,8.88,8.18,国5,1,1073,4缸,131,92
郑州,2018,别克GL8,5.6,2,自动,27.45,23.78,国6,0,1860,4缸,260,95
重庆,2017,雷克萨斯IS,3.44,2,自动,36.69,27.88,国5,0,1650,4缸,245,95
苏州,2018,英菲尼迪Q50L,0.95,2,自动,32,23.38,国5,0,1711,4缸,211,95
上海,2011,雪佛兰,7.8,1.8,自动,16.81,3.48,国4,1,1485,4缸,143,92
保定,2015,别克,6.54,1.5,自动,14.86,6.3,国5,0,1255,4缸,114,92
洛阳,2019,比亚迪,1.47,1.5,自动,11.92,9.58,国6,0,1550,4缸,160,92
天津,2013,奥迪A7,9.76,2.8,自动,79.02,26.8,国4,3,1850,6缸,204,95
上海,2014,斯巴鲁,7.59,2.5,自动,29.29,13.88,国5,1,1540,4缸,171,92
郑州,2017,众泰T700,4.59,1.8,自动,14.09,6.5,国5,0,1787,4缸,177,92
重庆,2020,大众CC,1,2,自动,28.53,21.8,国6,1,1600,4缸,186,95
重庆,2018,哈弗H4,3.12,1.5,自动,12.59,8.88,国5,0,1550,4缸,169,92
上海,2017,别克,5.3,1.5,自动,16.81,7.68,国5,0,1295,4缸,118,92
金华,2016,大众,4.45,1.6,手动,13,7.15,国5,0,1220,4缸,110,92
东莞,2018,大众,6.22,1.4,自动,15.84,11,国5,1,1355,4缸,131,95
苏州,2014,起亚K3S,5.4,1.6,自动,12.14,5.6,国5,0,1296,4缸,128,92
南京,2013,大众,3.93,1.6,自动,15.29,6.5,国4,0,1275,4缸,110,92
张家,2013,福特,4.19,1.5,自动,13.87,5.8,国4,0,1295,4缸,110,92
南京,2014,保时捷Panamera,4.38,3,自动,124.29,67.88,国4,1,1550,6缸,320,95
扬州,2011,铃木,9.99,1.6,自动,12.9,3.88,国4,2,1206,4缸,109,92
贵阳,2017,名爵ZS,4.19,1.5,自动,10.83,6.48,国5,0,1258,4缸,120,92
合肥,2015,大众,0.16,1.5,自动,22.99,20.98,国6,0,1278,3缸,102,95
大连,2015,起亚,4.95,2,自动,17.24,9.2,国5,2,1470,4缸,165,92
福州,2013,福特,8.53,1.8,手动,10.83,3.2,国4,1,1325,4缸,124,92
广州,2019,本田,0.01,1,自动,11.92,9.38,国6,0,1281,3缸,122,92
天津,2015,本田,5.42,2.4,自动,24.94,17.5,国5,1,1775,4缸,186,92
合肥,2016,大众,6.88,1.6,自动,14.31,7.28,国5,0,1260,4缸,110,92
唐山,2017,丰田,2.76,1.5,自动,9.53,6.7,国5,0,1550,4缸,107,92
郑州,2017,福特,6.52,1.6,自动,13.76,6.85,国5,1,1336,4缸,125,92
南昌,2013,大众CC,9.95,2,自动,32.98,13.18,国4,1,1550,4缸,200,95
成都,2016,大众POLO,3.95,1.4,手动,8.24,5.18,国5,1,1060,4缸,90,92
成都,2016,本田,4.75,1.5,自动,15.19,12.2,国5,0,1306,4缸,177,92
南京,2018,奥迪A6L,5.69,2,自动,45.35,30.6,国5,1,1770,4缸,224,95
佛山,2019,传祺GM6,1.18,1.5,自动,17.35,13.38,国5,0,1660,4缸,171,92
沈阳,2018,哈弗H6,3.41,1.5,自动,12.92,8.5,国5,0,1580,4缸,150,92
天津,2012,日产,8.32,1.6,自动,14,6.95,国5,5,1237,4缸,126,92
运城,2012,大众,11.69,1.8,自动,29.5,9.5,国4,1,1710,4缸,160,95
常州,2015,奔驰C级,7,1.6,自动,35.36,21.8,国5,1,1605,4缸,156,95
唐山,2016,丰田,2.14,1.5,自动,10.18,7.1,国5,1,1550,4缸,107,92
西安,2012,奔驰B级,2.05,1.6,自动,30.18,13.38,国4,0,1494,4缸,122,95
合肥,2007,标致307,10.62,1.6,手动,11.92,1.38,国三,1,1290,4缸,106,92
厦门,2013,福特,6.15,1.5,自动,20.6,9.8,国5,1,1540,4缸,181,92
郑州,2018,本田,6.29,2,自动,25.7,20.3,国5,1,1611,4缸,146,92
大连,2016,雷诺,6.08,2,自动,18.97,9.3,国4,0,1468,4缸,150,92
天津,2012,宝马1系,8.58,1.6,自动,28.11,10,国4,1,1475,4缸,136,95
苏州,2014,雪佛兰,10.04,2.4,自动,22.78,7.98,国5,0,1845,4缸,167,92
德州,2013,福特,5.87,1.5,自动,13.87,6.2,国5,1,1295,4缸,110,92
天津,2018,三菱,2.19,2,自动,16.26,10.5,国5,1,1410,4缸,167,92
赣州,2013,大众,10.6,1.6,自动,14.79,5.06,国4,1,1310,4缸,105,92
厦门,2013,大众,7.97,1.8,自动,28.2,11.75,国5,1,1600,4缸,160,95
宁波,2020,宝马1系,1.99,2,自动,26.46,20.8,国6,0,1550,4缸,192,95
沈阳,2014,哈弗H6,9.88,1.5,手动,13.98,4.98,国4,1,1550,4缸,150,92
武汉,2013,本田,7.46,1.8,自动,15.17,6.8,国4,1,1255,4缸,141,92
大连,2015,起亚,10.03,2,自动,17.24,8.5,国4,0,1470,4缸,165,92
长春,2012,大众,6.56,1.6,自动,16.37,7.1,国5,1,1340,4缸,105,92
惠州,2012,丰田,4.74,2.7,自动,32.43,18.8,国4,0,1855,4缸,188,92
青岛,2013,大众,9.38,1.6,自动,14.97,6.73,国4,1,1550,4缸,110,92
驻马,2016,宝马3系,3.69,2,自动,35.36,19.8,国4,0,1550,4缸,184,95
潍坊,2017,别克,4.63,2,自动,29.3,15.9,国5,1,1755,4缸,260,95
长沙,2016,雪佛兰,3.21,1.5,自动,9.65,5.68,国5,0,1225,4缸,113,92
扬州,2018,本田,5.35,1.5,自动,8.88,7.1,国5,2,1073,4缸,131,92
上海,2012,别克,9.08,2,自动,22.13,6.63,国4,1,1585,4缸,147,92
北京,2018,奥迪A6,2.07,3,自动,59.35,45.8,国5,2,2000,6缸,333,95
哈尔,2016,别克,8.4,1.4,自动,16.27,6.7,国5,2,1430,4缸,140,92
合肥,2013,雷克萨斯ES,8.09,2.5,自动,38.97,20.28,国4,3,1595,4缸,184,92
德州,2016,日产,2.83,1.6,手动,11.1,5.85,国4,0,1180,4缸,117,92
惠州,2015,丰田,5.51,2,自动,32,25.9,国5,1,2070,4缸,220,95
石家庄,2015,奔驰C级,7.65,1.6,自动,35.36,20.6,国5,3,1605,4缸,156,95
上海,2013,大众,5.6,1.6,自动,13.88,6.18,国5,1,1275,4缸,110,92
合肥,2012,日产,5.19,2,自动,19.63,7.3,国4,2,1436,4缸,144,92
深圳,2013,奔驰C级,6.08,1.8,自动,34.19,13.8,国4,0,1550,4缸,156,95
长治,2015,日产,7.02,2.5,自动,35.36,18.18,国5,0,1848,4缸,245,92
苏州,2017,东南DX7,4.43,1.5,自动,14.1,5.98,国5,1,1545,4缸,156,92
盐城,2017,上汽大通,3.29,2.8,自动,16.91,13.5,国5,0,1550,4缸,150,0
西安,2013,奔驰GLK级,6.26,3,自动,47.54,20,国5,1,1550,6缸,245,95
南京,2019,沃尔沃S60L,3.82,2,自动,32.99,18.8,国5,1,1550,4缸,245,95
新乡,2011,别克GL8,19.23,2.4,自动,26.92,6.15,国4,1,1840,4缸,167,92
上海,2015,奔驰C级,0.6,2,自动,38.4,27.8,国5,1,1650,4缸,184,95
哈尔,2019,大众,0.01,1.5,自动,11.81,8.58,国6,0,1275,4缸,112,92
保定,2018,大众POLO,3.34,1.5,手动,8.46,5.6,国5,0,1070,4缸,110,92
苏州,2016,斯柯达,2.1,1.4,自动,9.22,6.4,国5,1,1092,4缸,90,92
金华,2010,日产,8.39,2,自动,20.49,5.2,国4,1,1419,4缸,139,92
济南,2015,宝马X1,3.44,2,自动,30.94,16.45,国5,1,1605,4缸,156,95
中山,2016,吉利,3.8,1.8,手动,9.54,4.5,国5,0,1433,4缸,133,92
临沂,2011,斯柯达,6.12,1.4,手动,8.56,2.1,国4,2,1100,4缸,86,92
郑州,2019,宝马5系,2.61,2,自动,46.34,38.68,国5,2,1710,4缸,184,95
济南,2017,福特,5.08,1.5,自动,16.26,8.2,国5,1,1407,4缸,181,92
邯郸,2014,本田,5.54,1.8,自动,15.17,8.9,国4,0,1285,4缸,141,92
青岛,2017,福特,3.92,1.5,自动,13.28,6.66,国5,0,1300,4缸,113,92
重庆,2016,大众,10.49,1.6,自动,12.35,6.38,国5,0,1145,4缸,110,92
中山,2015,大众,7.87,1.8,自动,22.99,10.56,国5,0,1600,4缸,160,95
厦门,2016,大众POLO,3.77,1.4,自动,9.54,6.5,国5,1,1110,4缸,90,92
广州,2012,宝马X1,10.45,2,自动,34.63,9.8,国4,0,1560,4缸,150,95
唐山,2010,奔驰E级,13.17,1.8,自动,52.97,12.5,国4,3,1550,4缸,184,95
青岛,2012,大众,6.82,1.6,自动,14.42,6.5,国4,0,1325,4缸,105,92
济南,2014,大众,9.85,1.6,自动,15.61,7.58,国4,0,1340,4缸,105,92
赣州,2019,斯柯达,0.59,1.5,自动,13.77,9.5,国5,1,1245,4缸,116,92
德州,2013,福特,2.37,1.5,自动,20.6,11.8,国5,1,1540,4缸,181,92
苏州,2018,哈弗H7,3.36,2,自动,17.69,10.18,国5,0,1550,4缸,231,92
南京,2012,大众,7.71,1.8,自动,25.38,9.5,国4,2,1600,4缸,160,95
东莞,2013,丰田,10.37,1.6,手动,10.94,3.95,国4,0,1150,4缸,120,92
南通,2018,大众,10.31,2,自动,28.2,17.6,国5,1,1615,4缸,186,95
成都,2017,福特,6.19,1.6,自动,13.76,6.3,国5,1,1336,4缸,125,92
武汉,2016,本田,4.09,1.5,自动,8.88,6.83,国5,0,1068,4缸,131,92
苏州,2013,大众,9.24,1.4,自动,24.84,9.86,国4,0,1550,4缸,160,95
大连,2014,别克GL8,7.28,2.4,自动,22.69,8.8,国5,1,1840,4缸,167,92
长沙,2018,奔驰GLE级,3.4,3,自动,86.16,62.8,国5,1,2273,6缸,272,95
武汉,2016,江淮,2.92,1.5,手动,8.12,5,国5,1,1210,4缸,113,92
南京,2015,大众,7.42,1.8,自动,15.07,4.28,国4,0,1550,4缸,133,92
重庆,2017,吉利,4.24,1.5,自动,9.86,5.28,国5,1,1265,4缸,109,92
哈尔,2012,雪佛兰,10.11,2.4,自动,23.86,6.6,国4,2,1750,4缸,167,92
盐城,2012,大众,13.57,2,自动,39.73,10.98,国4,1,1744,4缸,170,95
合肥,2012,本田,6.39,1.8,自动,17.13,7.28,国4,2,1280,4缸,141,92
成都,2014,宝马5系,8.87,2,自动,47.28,23.5,国5,0,1740,4缸,184,95
合肥,2019,大众,3.26,1.5,自动,13.24,8.9,国6,0,1285,4缸,113,92
宁波,2019,宝马5系新能源,3.2,2,自动,53.94,42.4,国6,0,2005,4缸,184,95
嘉兴,2018,大众,2.43,1.4,自动,18.66,13.8,国5,1,1350,4缸,150,95
昆明,2016,哈弗H6,6.21,1.5,手动,10.29,5.8,国5,1,1541,4缸,150,92
天津,2016,日产,6.8,2,自动,20.28,13,国5,1,1466,4缸,150,92
佛山,2014,英菲尼迪ESQ,6.44,1.6,自动,19.63,11.8,国5,1,1245,4缸,116,92
德州,2016,大众,2.84,1.4,手动,9.22,5.3,国5,0,1115,4缸,90,92
南京,2010,标致307,11.54,1.6,自动,11.48,2.6,国4,1,1320,4缸,106,92
青岛,2015,大众,8.58,1.6,自动,16.37,8,国5,2,1330,4缸,110,92
淄博,2016,本田,2.8,1.5,自动,15.19,12.28,国4,1,1306,4缸,177,92
福州,2018,大众,3.58,1.4,自动,17.35,11,国5,1,1395,4缸,150,95
武汉,2019,大众,5.14,2,自动,35.92,23,国6,1,1965,4缸,186,95
无锡,2016,别克,6.83,1.5,自动,13.77,6,国5,1,1255,4缸,114,92
重庆,2013,大众,6.53,1.6,自动,12.35,4.98,国4,0,1160,4缸,110,92
烟台,2014,马自达,7.21,1.5,自动,15.08,8.2,国5,0,1310,4缸,117,92
合肥,2016,本田,6.14,2.4,自动,31.78,22.98,国5,0,1920,4缸,186,92
太原,2014,宝骏730,5.22,1.5,手动,7.03,3.5,国4,0,1550,4缸,112,92
郑州,2016,自由侠,7.36,1.4,自动,15.39,7.88,国5,0,1400,4缸,150,92
杭州,2016,丰田,1.45,1.5,自动,9.31,7.68,国5,0,1550,4缸,107,92
洛阳,2017,哈弗H2s,3.14,1.5,手动,9.2,5.38,国5,1,1550,4缸,150,92
南昌,2015,大众,2.96,1.6,自动,13.56,7.28,国5,1,1550,4缸,110,92
沈阳,2018,比亚迪,1.68,2,自动,17.36,12.9,国5,0,1895,4缸,205,92
烟台,2016,哈弗H6,6.32,1.5,自动,12.35,6.2,国5,0,1554,4缸,150,92
郑州,2018,宝马7系,6.92,2,自动,87.71,54.5,国5,3,1830,4缸,258,95
福州,2011,现代,12.38,2,自动,20.61,5.6,国4,3,1460,4缸,165,92
济南,2013,别克,10.77,2.4,自动,25.61,11.5,国4,1,1750,4缸,186,92
贵阳,2016,大众,1.64,1.4,自动,18.66,9.8,国5,0,1310,4缸,131,95
太原,2015,别克,6.23,2,自动,21.05,9.5,国5,0,1585,4缸,154,92
昆明,2015,福特,8.94,1,自动,15.17,6.48,国5,0,1359,3缸,125,92
长沙,2015,别克,4.13,1.5,自动,13.01,5.58,国5,1,1255,4缸,114,92
潍坊,2017,哈弗H2s,5.7,1.5,手动,9.64,5.88,国5,1,1550,4缸,150,92
常州,2016,奔驰GLA级,8.49,1.6,自动,29.29,18.8,国5,2,1482,4缸,156,95
嘉兴,2016,丰田,4.34,1.5,自动,10.4,7.5,国5,1,1550,4缸,107,92
北京,2010,奔驰E级,12.03,1.8,自动,52.97,13.6,国4,0,1550,4缸,184,95
福州,2015,大众,6.15,1.6,自动,12.68,6.85,国5,1,1310,4缸,105,92
沈阳,2015,雪佛兰,3.27,1.3,自动,7.48,4.38,国4,0,1060,4缸,103,92
西安,2015,大众,5.45,1.4,自动,18.65,8.6,国5,2,1550,4缸,131,95
郑州,2020,日产,1.97,1.6,自动,14.1,11.9,国6,0,1258,4缸,139,92
杭州,2016,本田,3.86,1.5,自动,9.75,6.8,国5,0,1550,4缸,131,92
南宁,2011,日产,9.14,1.6,自动,14.9,5.98,国4,2,1211,4缸,126,92
长春,2015,大众,7.61,1.8,自动,22.99,10.9,国5,1,1600,4缸,160,95
石家庄,2015,大众,6.55,1.6,自动,13.23,6.9,国5,1,1245,4缸,110,92
廊坊,2016,凯迪拉克ATS1550L,8.81,2,自动,34.6,15.9,国5,0,1600,4缸,279,95
太原,2016,大众,6.5,1.6,手动,11.7,6.9,国5,1,1220,4缸,110,92
苏州,2014,别克,12.06,2,自动,19.42,7.2,国5,0,1585,4缸,154,92
广州,2012,大众CC,8.9,2,自动,32.87,11.6,国4,0,1545,4缸,200,95
南京,2013,大众POLO,8.7,1.6,自动,13.45,4.91,国4,0,1130,4缸,105,92
武汉,2016,别克,3.48,1.5,自动,16.92,7.8,国5,1,1280,4缸,118,92
上海,2017,福特,9,1.5,自动,11.7,6.3,国5,1,1300,4缸,113,92
南京,2015,本田,5.83,1.5,自动,14.85,9.3,国5,1,1204,4缸,131,92
沈阳,2013,别克,5.58,1.5,自动,11.06,3.7,国4,3,1230,4缸,113,92
新乡,2015,长安CS35,6.78,1.6,自动,10.08,4.78,国4,0,1290,4缸,125,92
深圳,2016,丰田,7.88,2.7,自动,46.65,40.8,国5,1,2145,4缸,163,92
保定,2019,奥迪A6L,0.84,2,自动,44.48,34.5,国6,0,1800,4缸,190,95
南宁,2018,丰田,2.5,2,自动,21.69,18.2,国5,0,1560,4缸,169,92
上海,2015,奔驰B级,5.39,1.6,自动,30.61,14.28,国5,2,1552,4缸,156,95
石家庄,2015,大众,3.61,1.6,自动,15.73,8.8,国5,1,1260,4缸,110,92
杭州,2013,福特,10.05,2.3,自动,19.52,6.28,国5,1,1586,4缸,160,92
苏州,2015,奔驰C级,8.36,2,自动,38.4,22,国5,1,1650,4缸,184,95
哈尔,2011,大众POLO,7.56,1.4,自动,12.91,4.35,国4,0,1122,4缸,86,92
成都,2017,阿尔法·罗密欧,2.35,2,自动,46.33,25.3,国5,3,1874,4缸,200,92
武汉,2014,宝马5系,10.68,2,自动,47.28,20.58,国5,0,1740,4缸,184,95
南昌,2012,别克,5.52,1.6,自动,16.27,4.5,国4,0,1405,4缸,121,92
烟台,2016,丰田,8.73,1.6,自动,12.79,8.6,国5,0,1270,4缸,122,92
广州,2013,奥迪A4L,13.74,2,自动,33.63,14.28,国4,0,1600,4缸,180,95
西安,2009,本田,9.2,1.8,自动,16.26,4.68,国4,2,1550,4缸,140,92
苏州,2017,现代,4.08,1.8,自动,16.26,9.48,国5,0,1435,4缸,143,92
潍坊,2015,现代ix35,4.46,2,自动,17.78,9.4,国5,1,1423,4缸,160,92
潍坊,2016,别克,6.78,2,自动,29.29,15.98,国5,0,1615,4缸,261,95
长沙,2020,宝马3系,0.42,2,自动,37.65,33.68,国6,0,1550,4缸,184,95
新乡,2012,标致508,8.65,2.3,自动,22.76,5,国4,3,1569,4缸,171,92
北京,2016,日产,5.16,1.6,自动,14.96,8.68,国5,0,1236,4缸,126,92
惠州,2017,长安CS35,2.88,1.6,自动,8.46,5.38,国5,0,1325,4缸,125,92
上海,2013,奥迪Q3,4.03,2,自动,43.07,14.98,国4,2,1670,4缸,170,95
扬州,2015,本田XR1550V,7.12,1.8,自动,16.26,11.48,国5,1,1295,4缸,136,92
郑州,2018,大众,3.44,1.5,自动,10.63,6.66,国5,1,1155,4缸,110,92
大连,2019,三菱,2.61,2.4,自动,21.14,16.8,国5,0,1610,4缸,192,92
广州,2010,现代,10.9,1.4,自动,9.87,3.68,国4,2,1065,4缸,107,92
厦门,2014,宝马5系,13.13,2,自动,47.28,20.5,国5,2,1740,4缸,184,95
苏州,2014,大众POLO,5.61,1.6,自动,12.8,6.5,国5,2,1135,4缸,110,92
厦门,2015,福特,8.13,1.5,自动,21.04,8.98,国5,1,1550,4缸,181,92
保定,2017,起亚KX,1.17,1.4,自动,9.32,6.88,国5,0,1145,4缸,100,92
连云,2018,雪佛兰,2.69,1.5,自动,19.53,10.8,国5,2,1415,4缸,170,92
石家庄,2018,宝马5系,4,2,自动,47.42,35.6,国5,0,1550,4缸,184,95
郑州,2017,奔驰R级,9.15,3,自动,59.57,35.5,国5,2,2333,6缸,272,95
天津,2012,大众,3.83,2,自动,41.25,18.5,国4,3,1828,4缸,211,95
天津,2014,奥迪A3,3.12,1.4,自动,27.66,14.2,国5,1,1345,4缸,150,95
扬州,2016,别克,3.42,1.5,自动,26.03,13.28,国5,1,1510,4缸,170,92
武汉,2008,标致2008,4.48,1.6,自动,12.83,6.18,国5,4,1253,4缸,117,92
济宁,2016,马自达,5.08,1.5,自动,15.08,8.35,国5,3,1310,4缸,117,92
青岛,2016,马自达,4.93,1.5,自动,13.67,8.2,国5,1,1286,4缸,117,92
广州,2014,铃木,3.7,1.5,自动,8.12,4.2,国5,0,1075,4缸,103,92
常州,2013,日产,4.45,1.6,自动,13.82,6.58,国4,1,1211,4缸,126,92
嘉兴,2012,福特,9,1.6,自动,14.21,4.5,国5,2,1338,4缸,125,92
德州,2017,日产,3.1,2,自动,21.36,14.88,国5,0,1470,4缸,150,92
石家庄,2013,马自达CX15505,7.23,2,自动,19.95,9.6,国4,0,1455,4缸,155,92
宁波,2014,丰田,6.29,1.6,自动,12.79,7.71,国5,1,1285,4缸,122,92
青岛,2019,三菱,0.32,2,自动,18.76,14.9,国6,0,1525,4缸,166,92
重庆,2019,哈弗M6,1.16,1.5,自动,8.47,7.28,国6,0,1592,4缸,150,92
洛阳,2009,现代i30,8.22,1.6,自动,11.92,3.6,国4,0,1241,4缸,123,92
济南,2016,哈弗H6,3.81,1.5,自动,12.92,7.88,国5,0,1550,4缸,150,92
西安,2016,本田,6.12,1.5,自动,9.31,7.5,国5,1,1078,4缸,131,92
廊坊,2013,现代,10.12,2.4,自动,27.12,10.3,国4,1,1670,4缸,189,92
济南,2013,现代ix35,5.74,2,自动,21.36,8.67,国4,1,1423,4缸,165,92
惠州,2018,宝沃汽车,5.05,2,自动,32.87,14.68,国5,1,1779,4缸,245,95
南昌,2017,丰田,2.35,1.2,自动,13.87,10.3,国5,0,1315,4缸,116,92
中山,2014,哈弗H2,2.75,1.5,手动,11.27,4.8,国4,0,1495,4缸,150,92
苏州,2014,本田,13.01,2.4,自动,28.2,12.4,国4,1,1715,4缸,197,92
合肥,2015,别克,10.38,2,自动,19.42,8.88,国5,0,1585,4缸,154,92
太原,2012,雪铁龙,8.57,1.6,自动,12.68,3.65,国4,2,1350,4缸,106,92
威海,2015,雪佛兰,13.23,1.5,自动,11.93,4.88,国5,2,1360,4缸,113,92
苏州,2008,别克,7.61,1.6,自动,12.8,2.48,国4,1,1260,4缸,106,92
吉林,2012,日产,6.85,2,自动,17.89,6.9,国4,3,1408,4缸,144,92
苏州,2018,宝马3系,4.71,2,自动,34.39,23.99,国5,2,1550,4缸,184,95
